method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0.9555614525452256,0.4281677587039209,0.5344434756255896,-0.42111797691963604,0.1773403504848871,0.8017321910295352,-0.15382926151569043,0.023663441698462677,0.16081871345028553,-0.7947427390949401,0.631616021344128,-0.5
