method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivpois,0.2812636480666697,0.1743132783246587,0.1904284428383678,-0.09083520522830191,0.008251034508867727,0.279846011410239,-0.0014176366564306875,2.009693689655979e-6,0.41228070175438286,0.13101705368771316,0.017165468357009113,0
