method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation,mu
bivpois,0.5,0.46149106732878986,0.5371756375210335,0.03717563752103348,0.0013820280250952722,0.5896619836903257,0.08966198369032574,0.008039271319284239,0.45321637426901074,-0.046783625730989264,0.0021887076365372806,-0.8,1
