true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.1065283695449699,0.23743447940913973,0.2679919144895049,0.16146354494453496,0.026070476346055863,1.1023391812865526,0.9958108117415827,0.9916391727814299,0,0
