true_params,bivpois_eta,bivpois_estimated_ha,bivpois_eta_bias,bivpois_eta_mse,lm_eta,lm_eta_bias,lm_eta_mse,team_strength_correlation,lambda3
0.1313633635180297,0.21264698072823293,0.2369479077091008,0.10558454419107108,0.011148095972036242,-0.3362573099415382,-0.4676206734595679,0.21866909424677985,0.5,0.1
