method,true_params,bivpois_eta,bivpois_estimated_ha,bivpois_bias,bivpois_mse,pc_eta,pc_bias,pc_mse,lm_eta,lm_bias,lm_mse,team_strength_correlation
bivnorm,0.386750164674595,0.18605712711002934,0.20449106750597745,-0.18225909716861755,0.03321837850071957,0.34465179877870206,-0.04209836589589294,0.001772272411104482,0.2836257309941583,-0.10312443368043672,0.010634648821910791,0.5
